from	to	type	line	col1	col2	file
plot.betadiver	graphics::par	call	15	34	36	R/plot.betadiver.R
plot.betadiver	graphics::lines	call	16	5	9	R/plot.betadiver.R
plot.betadiver	graphics::points	call	17	5	10	R/plot.betadiver.R
plot.cascadeKM	pregraphKM	call	24	10	19	R/plot.cascadeKM.R
plot.cascadeKM	orderingKM	call	26	14	23	R/plot.cascadeKM.R
plot.cascadeKM	grDevices::rainbow	call	32	14	20	R/plot.cascadeKM.R
plot.cascadeKM	graphics::par	call	34	20	22	R/plot.cascadeKM.R
plot.cascadeKM	graphics::layout	call	35	15	20	R/plot.cascadeKM.R
plot.cascadeKM	graphics::par	call	37	9	11	R/plot.cascadeKM.R
plot.cascadeKM	graphics::image	call	38	9	13	R/plot.cascadeKM.R
plot.cascadeKM	graphics::grid	call	40	9	12	R/plot.cascadeKM.R
plot.cascadeKM	graphics::box	call	41	9	11	R/plot.cascadeKM.R
plot.cascadeKM	graphics::axis	call	42	9	12	R/plot.cascadeKM.R
plot.cascadeKM	graphics::axis	call	44	9	12	R/plot.cascadeKM.R
plot.cascadeKM	graphics::par	call	45	9	11	R/plot.cascadeKM.R
plot.cascadeKM	graphics::par	call	46	9	11	R/plot.cascadeKM.R
plot.cascadeKM	graphics::grid	call	50	9	12	R/plot.cascadeKM.R
plot.cascadeKM	graphics::box	call	51	9	11	R/plot.cascadeKM.R
plot.cascadeKM	graphics::axis	call	52	9	12	R/plot.cascadeKM.R
plot.cascadeKM	graphics::axis	call	54	9	12	R/plot.cascadeKM.R
plot.cascadeKM	graphics::points	call	71	17	22	R/plot.cascadeKM.R
plot.cascadeKM	graphics::points	call	73	13	18	R/plot.cascadeKM.R
plot.cascadeKM	graphics::points	call	78	17	22	R/plot.cascadeKM.R
plot.cascadeKM	graphics::points	call	81	13	18	R/plot.cascadeKM.R
plot.cascadeKM	graphics::points	call	86	17	22	R/plot.cascadeKM.R
plot.cascadeKM	graphics::points	call	89	13	18	R/plot.cascadeKM.R
plot.cascadeKM	graphics::par	call	96	9	11	R/plot.cascadeKM.R
plot.cca	scores	call	8	10	15	R/plot.cca.R
plot.cca	scores	call	22	25	30	R/plot.cca.R
plot.cca	linestack	call	42	19	27	R/plot.cca.R
plot.cca	linestack	call	49	19	27	R/plot.cca.R
plot.cca	linestack	call	51	13	21	R/plot.cca.R
plot.cca	graphics::abline	call	73	5	10	R/plot.cca.R
plot.cca	graphics::abline	call	74	5	10	R/plot.cca.R
plot.cca	graphics::text	call	77	13	16	R/plot.cca.R
plot.cca	graphics::points	call	80	13	18	R/plot.cca.R
plot.cca	graphics::text	call	84	13	16	R/plot.cca.R
plot.cca	graphics::points	call	86	13	18	R/plot.cca.R
plot.cca	graphics::text	call	90	13	16	R/plot.cca.R
plot.cca	graphics::points	call	93	13	18	R/plot.cca.R
plot.cca	ordiArrowMul	call	97	20	31	R/plot.cca.R
plot.cca	graphics::arrows	call	101	9	14	R/plot.cca.R
plot.cca	ordiArrowTextXY	call	103	20	34	R/plot.cca.R
plot.cca	graphics::text	call	105	9	12	R/plot.cca.R
plot.cca	ordiArrowMul	call	110	20	31	R/plot.cca.R
plot.cca	graphics::arrows	call	114	9	14	R/plot.cca.R
plot.cca	ordiArrowTextXY	call	116	20	34	R/plot.cca.R
plot.cca	graphics::text	call	118	9	12	R/plot.cca.R
plot.cca	graphics::text	call	123	13	16	R/plot.cca.R
plot.cca	graphics::points	call	125	13	18	R/plot.cca.R
plot.cca	graphics::text	call	129	13	16	R/plot.cca.R
plot.cca	graphics::points	call	131	13	18	R/plot.cca.R
plot.clamtest	graphics::axis	call	22	5	8	R/plot.clamtest.R
plot.clamtest	graphics::axis	call	23	5	8	R/plot.clamtest.R
plot.clamtest	graphics::lines	call	27	5	9	R/plot.clamtest.R
plot.clamtest	graphics::lines	call	28	5	9	R/plot.clamtest.R
plot.clamtest	stats::approx	call	29	12	17	R/plot.clamtest.R
plot.clamtest	graphics::lines	call	30	5	9	R/plot.clamtest.R
plot.clamtest	graphics::lines	call	32	5	9	R/plot.clamtest.R
plot.clamtest	graphics::lines	call	34	5	9	R/plot.clamtest.R
plot.clamtest	graphics::legend	call	36	9	14	R/plot.clamtest.R
plot.contribdiv	graphics::matplot	call	14	5	11	R/plot.contribdiv.R
plot.contribdiv	graphics::polygon	call	16	5	11	R/plot.contribdiv.R
plot.contribdiv	graphics::polygon	call	17	5	11	R/plot.contribdiv.R
plot.contribdiv	graphics::axis	call	18	5	8	R/plot.contribdiv.R
plot.contribdiv	graphics::axis	call	19	5	8	R/plot.contribdiv.R
plot.contribdiv	graphics::box	call	20	5	7	R/plot.contribdiv.R
plot.decorana	linestack	call	31	15	23	R/plot.decorana.R
plot.decorana	linestack	call	33	9	17	R/plot.decorana.R
plot.decorana	graphics::abline	call	56	9	14	R/plot.decorana.R
plot.decorana	graphics::abline	call	57	9	14	R/plot.decorana.R
plot.decorana	graphics::abline	call	60	9	14	R/plot.decorana.R
plot.decorana	graphics::abline	call	61	9	14	R/plot.decorana.R
plot.decorana	graphics::text	call	65	13	16	R/plot.decorana.R
plot.decorana	graphics::points	call	66	14	19	R/plot.decorana.R
plot.decorana	graphics::text	call	70	13	16	R/plot.decorana.R
plot.decorana	graphics::points	call	71	14	19	R/plot.decorana.R
plot.envfit	ordiArrowMul	call	56	30	41	R/plot.envfit.R
plot.envfit	ordiArrowTextXY	call	65	22	36	R/plot.envfit.R
plot.envfit	graphics::plot.new	call	70	9	16	R/plot.envfit.R
plot.envfit	graphics::plot.window	call	84	13	23	R/plot.envfit.R
plot.envfit	graphics::plot.window	call	91	13	23	R/plot.envfit.R
plot.envfit	ordiArrowMul	call	95	26	37	R/plot.envfit.R
plot.envfit	graphics::strwidth	call	99	15	22	R/plot.envfit.R
plot.envfit	graphics::strheight	call	100	15	23	R/plot.envfit.R
plot.envfit	graphics::plot.window	call	105	9	19	R/plot.envfit.R
plot.envfit	ordiArrowMul	call	108	26	37	R/plot.envfit.R
plot.envfit	ordiArrowTextXY	call	110	22	36	R/plot.envfit.R
plot.envfit	graphics::strwidth	call	112	19	26	R/plot.envfit.R
plot.envfit	graphics::strheight	call	113	19	27	R/plot.envfit.R
plot.envfit	graphics::plot.window	call	116	13	23	R/plot.envfit.R
plot.envfit	graphics::box	call	120	9	11	R/plot.envfit.R
plot.envfit	graphics::title	call	122	9	13	R/plot.envfit.R
plot.envfit	graphics::arrows	call	126	9	14	R/plot.envfit.R
plot.envfit	graphics::text	call	129	13	16	R/plot.envfit.R
plot.envfit	ordilabel	call	131	13	21	R/plot.envfit.R
plot.envfit	graphics::text	call	135	13	16	R/plot.envfit.R
plot.envfit	ordilabel	call	138	13	21	R/plot.envfit.R
plot.fisherfit	graphics::rect	call	8	5	8	R/plot.fisherfit.R
plot.fisherfit	graphics::curve	call	11	5	9	R/plot.fisherfit.R
plot.isomap	ordiplot	call	6	15	22	R/plot.isomap.R
plot.isomap	ordiplot	call	8	15	22	R/plot.isomap.R
plot.isomap	scores	call	9	14	19	R/plot.isomap.R
plot.isomap	grDevices::col2rgb	call	13	18	24	R/plot.isomap.R
plot.isomap	grDevices::rgb	call	16	18	20	R/plot.isomap.R
plot.isomap	graphics::segments	call	17	9	16	R/plot.isomap.R
plot.isomap	graphics::points	call	19	13	18	R/plot.isomap.R
plot.isomap	ordilabel	call	21	13	21	R/plot.isomap.R
plot.mantel.correlog	graphics::lines	call	12	5	9	R/plot.mantel.correlog.R
plot.mantel.correlog	graphics::points	call	13	5	10	R/plot.mantel.correlog.R
plot.mantel.correlog	graphics::points	call	14	5	10	R/plot.mantel.correlog.R
plot.mantel.correlog	graphics::abline	call	15	5	10	R/plot.mantel.correlog.R
plot.meandist	stats::hclust	call	8	15	20	R/plot.meandist.R
plot.meandist	stats::as.dist	call	8	22	28	R/plot.meandist.R
plot.meandist	stats::as.dendrogram	call	9	15	27	R/plot.meandist.R
plot.meandist	stats::dendrapply	call	11	22	31	R/plot.meandist.R
plot.meandist	graphics::segments	call	18	13	20	R/plot.meandist.R
plot.meandist	graphics::text	call	23	9	12	R/plot.meandist.R
plot.meandist	graphics::axis	call	33	13	16	R/plot.meandist.R
plot.meandist	graphics::segments	call	34	25	32	R/plot.meandist.R
plot.meandist	graphics::text	call	37	9	12	R/plot.meandist.R
plot.metaMDS	scores	call	5	10	15	R/plot.metaMDS.R
plot.metaMDS	ordiplot	call	6	5	12	R/plot.metaMDS.R
plot.MOStest	stats::predict	call	11	16	22	R/plot.MOStest.R
plot.MOStest	graphics::matlines	call	17	9	16	R/plot.MOStest.R
plot.MOStest	stats::coef	call	22	14	17	R/plot.MOStest.R
plot.MOStest	stats::family	call	25	13	18	R/plot.MOStest.R
plot.MOStest	stats::qchisq	call	26	27	32	R/plot.MOStest.R
plot.MOStest	stats::qf	call	28	31	32	R/plot.MOStest.R
plot.MOStest	veganCovEllipse	call	29	15	29	R/plot.MOStest.R
plot.MOStest	graphics::abline	call	31	9	14	R/plot.MOStest.R
plot.MOStest	graphics::abline	call	34	9	14	R/plot.MOStest.R
plot.MOStest	graphics::abline	call	35	9	14	R/plot.MOStest.R
plot.MOStest	stats::qnorm	call	36	16	20	R/plot.MOStest.R
plot.MOStest	graphics::segments	call	37	9	16	R/plot.MOStest.R
plot.MOStest	graphics::segments	call	38	9	16	R/plot.MOStest.R
plot.nestedtemp	grDevices::heat.colors	call	8	25	35	R/plot.nestedtemp.R
plot.nestedtemp	graphics::image	call	16	5	9	R/plot.nestedtemp.R
plot.nestedtemp	graphics::box	call	17	5	7	R/plot.nestedtemp.R
plot.nestedtemp	graphics::lines	call	18	5	9	R/plot.nestedtemp.R
plot.nestedtemp	graphics::axis	call	22	9	12	R/plot.nestedtemp.R
plot.nestedtemp	graphics::axis	call	26	9	12	R/plot.nestedtemp.R
plot.nestednodf	graphics::image	call	38	5	9	R/plot.nestedtemp.R
plot.nestednodf	graphics::box	call	39	5	7	R/plot.nestedtemp.R
plot.nestednodf	graphics::axis	call	43	9	12	R/plot.nestedtemp.R
plot.nestednodf	graphics::axis	call	47	9	12	R/plot.nestedtemp.R
plot.ordipointlabel	graphics::par	call	7	17	19	R/plot.ordipointlabel.R
plot.ordipointlabel	graphics::text	call	8	5	8	R/plot.ordipointlabel.R
plot.ordisurf	graphics::par	call	4	38	40	R/plot.ordisurf.R
plot.ordisurf	graphics::contour	call	25	9	15	R/plot.ordisurf.R
plot.ordisurf	graphics::persp	call	30	9	13	R/plot.ordisurf.R
plot.orditkplot	graphics::par	call	5	11	13	R/plot.orditkplot.R
plot.orditkplot	graphics::par	call	6	13	15	R/plot.orditkplot.R
plot.orditkplot	graphics::par	call	11	17	19	R/plot.orditkplot.R
plot.orditkplot	graphics::text	call	12	5	8	R/plot.orditkplot.R
plot.permat	graphics::lines	call	26	9	13	R/plot.permat.R
plot.permat	graphics::lines	call	28	13	17	R/plot.permat.R
plot.permat	graphics::title	call	29	19	23	R/plot.permat.R
plot.poolaccum	lattice::xyplot	call	11	5	10	R/plot.poolaccum.R
plot.prc	graphics::par	call	10	15	17	R/plot.prc.R
plot.prc	graphics::par	call	11	13	15	R/plot.prc.R
plot.prc	stats::coef	call	12	12	15	R/plot.prc.R
plot.prc	.checkSelect	call	19	17	28	R/plot.prc.R
plot.prc	graphics::par	call	25	15	17	R/plot.prc.R
plot.prc	graphics::strwidth	call	26	20	27	R/plot.prc.R
plot.prc	graphics::strwidth	call	27	13	20	R/plot.prc.R
plot.prc	graphics::par	call	28	9	11	R/plot.prc.R
plot.prc	graphics::matplot	call	32	5	11	R/plot.prc.R
plot.prc	graphics::abline	call	34	5	10	R/plot.prc.R
plot.prc	linestack	call	36	9	17	R/plot.prc.R
plot.prc	graphics::par	call	36	30	32	R/plot.prc.R
plot.prc	graphics::rug	call	38	9	11	R/plot.prc.R
plot.prc	graphics::par	call	41	22	24	R/plot.prc.R
plot.prc	graphics::legend	call	52	9	14	R/plot.prc.R
plot.preston	graphics::axis	call	16	5	8	R/plot.preston.R
plot.preston	graphics::axis	call	17	5	8	R/plot.preston.R
plot.preston	graphics::box	call	18	5	7	R/plot.preston.R
plot.preston	graphics::rect	call	19	5	8	R/plot.preston.R
lines.preston	graphics::lines	call	28	5	9	R/plot.preston.R
plot.fisher	graphics::rect	call	44	20	23	R/plot.preston.R
plot.fisher	graphics::points	call	45	23	28	R/plot.preston.R
plot.fisher	graphics::points	call	46	23	28	R/plot.preston.R
plot.fisher	graphics::lines	call	47	22	26	R/plot.preston.R
plot.prestonfit	graphics::axis	call	10	5	8	R/plot.prestonfit.R
plot.prestonfit	graphics::axis	call	11	5	8	R/plot.prestonfit.R
plot.prestonfit	graphics::box	call	12	5	7	R/plot.prestonfit.R
plot.prestonfit	graphics::rect	call	13	5	8	R/plot.prestonfit.R
plot.prestonfit	graphics::curve	call	15	5	9	R/plot.prestonfit.R
plot.prestonfit	graphics::segments	call	17	5	12	R/plot.prestonfit.R
plot.prestonfit	graphics::segments	call	18	5	12	R/plot.prestonfit.R
plot.procrustes	graphics::abline	call	26	13	18	R/plot.procrustes.R
plot.procrustes	graphics::abline	call	27	13	18	R/plot.procrustes.R
plot.procrustes	graphics::abline	call	35	21	26	R/plot.procrustes.R
plot.procrustes	graphics::abline	call	36	21	26	R/plot.procrustes.R
plot.procrustes	graphics::abline	call	38	21	26	R/plot.procrustes.R
plot.procrustes	graphics::lines	call	47	21	25	R/plot.procrustes.R
plot.procrustes	graphics::text	call	48	21	24	R/plot.procrustes.R
plot.procrustes	graphics::arrows	call	53	17	22	R/plot.procrustes.R
plot.procrustes	ordilabel	call	57	21	29	R/plot.procrustes.R
plot.procrustes	graphics::points	call	59	21	26	R/plot.procrustes.R
plot.procrustes	stats::residuals	call	70	16	24	R/plot.procrustes.R
plot.procrustes	stats::quantile	call	71	14	21	R/plot.procrustes.R
plot.procrustes	graphics::abline	call	74	9	14	R/plot.procrustes.R
plot.radfit.frame	stats::AIC	call	16	23	25	R/plot.radfit.frame.R
plot.radfit.frame	stats::fitted	call	31	36	41	R/plot.radfit.frame.R
plot.radfit.frame	lattice::trellis.par.get	call	35	13	27	R/plot.radfit.frame.R
plot.radfit.frame	lattice::xyplot	call	53	12	17	R/plot.radfit.frame.R
plot.radfit.frame	lattice::panel.xyplot	call	56	71	82	R/plot.radfit.frame.R
plot.radfit.frame	lattice::panel.xyplot	call	57	71	82	R/plot.radfit.frame.R
plot.radfit	stats::fitted	call	14	11	16	R/plot.radfit.R
plot.radfit	graphics::matlines	call	21	5	12	R/plot.radfit.R
plot.radfit	stats::AIC	call	NA	NA	NA	R/plot.radfit.R
plot.radline	stats::fitted	call	5	12	17	R/plot.radline.R
plot.radline	graphics::points	call	11	16	21	R/plot.radline.R
plot.radline	graphics::lines	call	13	9	13	R/plot.radline.R
plot.renyi	lattice::trellis.par.get	call	16	11	25	R/plot.renyi.R
plot.renyi	lattice::bwplot	call	17	5	10	R/plot.renyi.R
plot.renyi	lattice::panel.lines	call	19	16	26	R/plot.renyi.R
plot.renyi	lattice::panel.lines	call	20	16	26	R/plot.renyi.R
plot.renyi	lattice::panel.lines	call	21	16	26	R/plot.renyi.R
plot.renyi	lattice::panel.xyplot	call	22	16	27	R/plot.renyi.R
plot.renyi	stats::median	call	NA	NA	NA	R/plot.renyi.R
plot.renyiaccum	lattice::xyplot	call	15	9	14	R/plot.renyiaccum.R
plot.spantree	stats::cophenetic	call	9	14	23	R/plot.spantree.R
plot.spantree	stats::cmdscale	call	17	22	29	R/plot.spantree.R
plot.spantree	stats::runif	call	20	43	47	R/plot.spantree.R
plot.spantree	scores	call	27	12	17	R/plot.spantree.R
plot.spantree	ordiArgAbsorber	call	28	5	19	R/plot.spantree.R
plot.spantree	graphics::lines	call	29	5	9	R/plot.spantree.R
plot.spantree	ordiArgAbsorber	call	31	9	23	R/plot.spantree.R
plot.spantree	scores	call	35	14	19	R/plot.spantree.R
plot.spantree	ordiArgAbsorber	call	36	9	23	R/plot.spantree.R
plot.specaccum	graphics::par	call	3	57	59	R/plot.specaccum.R
plot.specaccum	graphics::arrows	call	39	23	28	R/plot.specaccum.R
plot.specaccum	graphics::matlines	call	42	23	30	R/plot.specaccum.R
plot.specaccum	graphics::polygon	call	44	26	32	R/plot.specaccum.R
plot.specaccum	graphics::lines	call	51	17	21	R/plot.specaccum.R
plot.specaccum	graphics::lines	call	54	17	21	R/plot.specaccum.R
plot.specaccum	graphics::lines	call	57	9	13	R/plot.specaccum.R
plot.taxondive	graphics::abline	call	6	9	14	R/plot.taxondive.R
plot.taxondive	graphics::lines	call	7	9	13	R/plot.taxondive.R
plot.taxondive	graphics::lines	call	8	6	10	R/plot.taxondive.R
plot.varpart234	showvarparts	call	10	5	16	R/plot.varpart234.R
plot.varpart234	graphics::mtext	call	12	9	13	R/plot.varpart234.R
points.cca	scores	call	8	12	17	R/points.cca.R
points.cca	.checkSelect	call	12	16	27	R/points.cca.R
points.cca	graphics::points	call	15	9	14	R/points.cca.R
points.cca	scores	call	16	16	21	R/points.cca.R
points.cca	ordiArrowMul	call	27	26	37	R/points.cca.R
points.cca	graphics::arrows	call	30	9	14	R/points.cca.R
points.cca	graphics::axis	call	34	13	16	R/points.cca.R
points.cca	graphics::axis	call	36	13	16	R/points.cca.R
points.cca	graphics::points	call	41	5	10	R/points.cca.R
points.decorana	scores	call	6	10	15	R/points.decorana.R
points.decorana	.checkSelect	call	8	14	25	R/points.decorana.R
points.decorana	ordiArgAbsorber	call	9	5	19	R/points.decorana.R
points.metaMDS	scores	call	6	10	15	R/points.metaMDS.R
points.metaMDS	.checkSelect	call	8	14	25	R/points.metaMDS.R
points.metaMDS	graphics::points	call	9	5	10	R/points.metaMDS.R
points.ordiplot	scores	call	4	12	17	R/points.ordiplot.R
points.ordiplot	.checkSelect	call	6	16	27	R/points.ordiplot.R
points.ordiplot	ordiArrowMul	call	11	22	33	R/points.ordiplot.R
points.ordiplot	graphics::points	call	17	9	14	R/points.ordiplot.R
points.orditkplot	graphics::points	call	5	5	10	R/points.orditkplot.R
points.procrustes	ordiArgAbsorber	call	10	5	19	R/points.procrustes.R
text.procrustes	ordiArgAbsorber	call	25	5	19	R/points.procrustes.R
points.radline	graphics::points	call	6	5	10	R/points.radline.R
points.radfit	points.radline	call	15	5	18	R/points.radline.R
poolaccum	getPermuteMatrix	call	11	15	30	R/poolaccum.R
postMDS	stats::prcomp	call	13	14	19	R/postMDS.R
postMDS	vegdist	call	30	27	33	R/postMDS.R
postMDS	stats::coef	call	46	18	21	R/postMDS.R
postMDS	stats::lm	call	46	23	24	R/postMDS.R
postMDS	graphics::points	call	66	9	14	R/postMDS.R
postMDS	graphics::points	call	67	9	14	R/postMDS.R
postMDS	graphics::abline	call	68	9	14	R/postMDS.R
postMDS	graphics::abline	call	69	9	14	R/postMDS.R
postMDS	graphics::segments	call	71	9	16	R/postMDS.R
postMDS	graphics::arrows	call	72	9	14	R/postMDS.R
postMDS	graphics::arrows	call	73	9	14	R/postMDS.R
postMDS	graphics::arrows	call	74	9	14	R/postMDS.R
postMDS	graphics::text	call	76	9	12	R/postMDS.R
postMDS	graphics::text	call	77	9	12	R/postMDS.R
postMDS	graphics::text	call	79	9	12	R/postMDS.R
postMDS	graphics::abline	call	80	9	14	R/postMDS.R
prc	stats::as.formula	call	14	12	21	R/prc.R
prc	stats::model.frame	call	15	11	21	R/prc.R
prc	stats::as.formula	call	20	15	24	R/prc.R
prc	stats::as.formula	call	21	14	23	R/prc.R
prc	stats::model.matrix	call	23	9	20	R/prc.R
prc	stats::model.matrix	call	24	9	20	R/prc.R
prc	rda	call	25	12	14	R/prc.R
predict.cca	scalingType	call	25	16	26	R/predict.cca.R
predict.cca	stats::predict	call	30	22	28	R/predict.cca.R
predict.cca	ordiParseFormula	call	50	22	37	R/predict.cca.R
predict.cca	stats::formula	call	50	39	45	R/predict.cca.R
predict.cca	stats::coef	call	57	44	47	R/predict.cca.R
predict.fitspecaccum	stats::predict	call	NA	NA	NA	R/predict.fitspecaccum.R
predict.fitspecaccum	stats::predict	call	NA	NA	NA	R/predict.fitspecaccum.R
AIC.fitspecaccum	stats::AIC	call	NA	NA	NA	R/predict.fitspecaccum.R
deviance.fitspecaccum	stats::deviance	call	NA	NA	NA	R/predict.fitspecaccum.R
logLik.fitspecaccum	stats::coef	call	36	36	39	R/predict.fitspecaccum.R
logLik.fitspecaccum	stats::nobs	call	37	26	29	R/predict.fitspecaccum.R
logLik.fitspecaccum	stats::logLik	call	NA	NA	NA	R/predict.fitspecaccum.R
nobs.fitspecaccum	stats::nobs	call	NA	NA	NA	R/predict.fitspecaccum.R
predict.radline	stats::coef	call	21	10	13	R/predict.radline.R
predict.radline	stats::approx	call	24	28	33	R/predict.radline.R
predict.radline	stats::ppoints	call	29	36	42	R/predict.radline.R
predict.radline	stats::qnorm	call	31	26	30	R/predict.radline.R
predict.radfit	stats::predict	call	NA	NA	NA	R/predict.radline.R
predict.radfit.frame	stats::predict	call	NA	NA	NA	R/predict.radline.R
predict.rda	stats::nobs	call	36	11	14	R/predict.rda.R
predict.rda	scalingType	call	44	16	26	R/predict.rda.R
predict.rda	stats::nobs	call	48	33	36	R/predict.rda.R
predict.rda	stats::predict	call	55	18	24	R/predict.rda.R
predict.rda	stats::dist	call	62	28	31	R/predict.rda.R
predict.rda	ordiParseFormula	call	88	22	37	R/predict.rda.R
predict.rda	stats::formula	call	88	39	45	R/predict.rda.R
predict.rda	stats::coef	call	96	44	47	R/predict.rda.R
predict.rda	stats::nobs	call	159	53	56	R/predict.rda.R
predict.dbrda	ordiYbar	call	178	20	27	R/predict.rda.R
predict.dbrda	stats::predict	call	182	22	28	R/predict.rda.R
predict.dbrda	stats::as.dist	call	198	20	26	R/predict.rda.R
predict.dbrda	ordiParseFormula	call	211	22	37	R/predict.rda.R
predict.dbrda	stats::formula	call	211	39	45	R/predict.rda.R
predict.dbrda	stats::coef	call	218	46	49	R/predict.rda.R
predict.dbrda	scalingType	call	236	20	30	R/predict.rda.R
predict.dbrda	stats::nobs	call	239	37	40	R/predict.rda.R
predict.specaccum	stats::approx	call	42	24	29	R/predict.specaccum.R
predict.specaccum	stats::spline	call	45	24	29	R/predict.specaccum.R
prepanel.ordi3d	lattice::prepanel.default.cloud	call	5	5	26	R/prepanel.ordi3d.R
prestondistr	stats::dnorm	call	5	15	19	R/prestondistr.R
prestondistr	stats::pnorm	call	6	15	19	R/prestondistr.R
prestondistr	stats::sd	call	11	24	25	R/prestondistr.R
prestondistr	stats::optim	call	12	12	16	R/prestondistr.R
prestondistr	stats::pnorm	call	14	13	17	R/prestondistr.R
prestondistr	as.preston	call	17	12	21	R/prestondistr.R
prestonfit	as.preston	call	4	10	19	R/prestonfit.R
prestonfit	stats::glm	call	6	12	14	R/prestonfit.R
prestonfit	stats::fitted	call	8	11	16	R/prestonfit.R
prestonfit	stats::coef	call	9	10	13	R/prestonfit.R
print.anosim	howHead	call	13	13	19	R/print.anosim.R
print.betadisper	eigenvals	call	5	12	20	R/print.betadisper.R
print.betadisper	pasteCall	call	13	24	32	R/print.betadisper.R
print.cca	pasteCall	call	6	24	32	R/print.cca.R
print.cca	stats::printCoefmat	call	43	5	16	R/print.cca.R
print.cca	stats::alias	call	63	33	37	R/print.cca.R
print.cca	stats::naprint	call	74	28	34	R/print.cca.R
print.CCorA	howHead	call	18	13	19	R/print.CCorA.R
print.CCorA	stats::printCoefmat	call	22	5	16	R/print.CCorA.R
print.CCorA	stats::printCoefmat	call	26	5	16	R/print.CCorA.R
print.envfit	stats::naprint	call	13	17	23	R/print.envfit.R
print.factorfit	stats::printCoefmat	call	5	5	16	R/print.factorfit.R
print.factorfit	stats::printCoefmat	call	9	9	20	R/print.factorfit.R
print.factorfit	howHead	call	10	13	19	R/print.factorfit.R
print.factorfit	stats::printCoefmat	call	12	11	22	R/print.factorfit.R
print.mantel.correlog	stats::printCoefmat	call	7	9	20	R/print.mantel.correlog.R
print.mantel	stats::quantile	call	16	12	19	R/print.mantel.R
print.mantel	howHead	call	19	9	15	R/print.mantel.R
plot.monoMDS	ordiplot	call	56	5	12	R/print.monoMDS.R
points.monoMDS	scores	call	62	10	15	R/print.monoMDS.R
points.monoMDS	.checkSelect	call	64	14	25	R/print.monoMDS.R
points.monoMDS	graphics::points	call	65	5	10	R/print.monoMDS.R
text.monoMDS	scores	call	72	10	15	R/print.monoMDS.R
text.monoMDS	.checkSelect	call	76	14	25	R/print.monoMDS.R
text.monoMDS	graphics::text	call	77	5	8	R/print.monoMDS.R
print.MOStest	stats::printCoefmat	call	11	5	16	R/print.MOStest.R
print.MOStest	stats::coef	call	11	18	21	R/print.MOStest.R
print.mrpp	howHead	call	31	9	15	R/print.mrpp.R
print.mso	howHead	call	8	19	25	R/print.mso.R
print.oecosimu	pasteCall	call	7	24	32	R/print.oecosimu.R
print.oecosimu	stats::printCoefmat	call	37	5	16	R/print.oecosimu.R
print.oecosimu	stats::quantile	call	NA	NA	NA	R/print.oecosimu.R
print.permutest.betadisper	howHead	call	8	9	15	R/print.permutest.betadisper.R
print.permutest.betadisper	stats::printCoefmat	call	25	5	16	R/print.permutest.betadisper.R
print.permutest.betadisper	stats::printCoefmat	call	38	9	20	R/print.permutest.betadisper.R
print.permutest.cca	howHead	call	6	9	15	R/print.permutest.cca.R
print.permutest.cca	pasteCall	call	7	24	32	R/print.permutest.cca.R
print.protest	howHead	call	12	7	13	R/print.protest.R
print.radfit.frame	stats::printCoefmat	call	6	5	16	R/print.radfit.frame.R
print.radfit.frame	stats::deviance	call	NA	NA	NA	R/print.radfit.frame.R
print.radfit	stats::coef	call	7	10	13	R/print.radfit.R
print.radfit	stats::AIC	call	NA	NA	NA	R/print.radfit.R
print.radfit	stats::AIC	call	NA	NA	NA	R/print.radfit.R
print.radfit	stats::deviance	call	NA	NA	NA	R/print.radfit.R
print.radline	stats::family	call	5	20	25	R/print.radline.R
print.radline	stats::coef	call	8	10	13	R/print.radline.R
print.radline	stats::deviance	call	9	12	19	R/print.radline.R
print.summary.bioenv	stats::printCoefmat	call	6	5	16	R/print.summary.bioenv.R
print.summary.clamtest	stats::printCoefmat	call	11	5	16	R/print.summary.clamtest.R
print.summary.decorana	stats::printCoefmat	call	8	12	23	R/print.summary.decorana.R
print.summary.prc	stats::coef	call	14	11	14	R/print.summary.prc.R
print.summary.procrustes	stats::quantile	call	14	21	28	R/print.summary.procrustes.R
print.summary.taxondive	stats::printCoefmat	call	4	9	20	R/print.summary.taxondive.R
print.taxondive	stats::printCoefmat	call	8	5	16	R/print.taxondive.R
print.varpart	pasteCall	call	5	24	32	R/print.varpart.R
print.vectorfit	stats::printCoefmat	call	5	5	16	R/print.vectorfit.R
print.vectorfit	howHead	call	8	13	19	R/print.vectorfit.R
print.wcmdscale	pasteCall	call	6	24	32	R/print.wcmdscale.R
print.wcmdscale	stats::printCoefmat	call	22	5	16	R/print.wcmdscale.R
print.wcmdscale	stats::var	call	33	13	15	R/print.wcmdscale.R
scores.wcmdscale	stats::weights	call	62	36	42	R/print.wcmdscale.R
plot.wcmdscale	ordiplot	call	70	5	12	R/print.wcmdscale.R
profile.MOStest	stats::coef	call	5	10	13	R/profile.MOStest.R
profile.MOStest	stats::residuals	call	7	17	25	R/profile.MOStest.R
profile.MOStest	fieller.MOStest	call	8	18	32	R/profile.MOStest.R
profile.MOStest	stats::model.matrix	call	11	33	44	R/profile.MOStest.R
profile.MOStest	stats::deviance	call	12	16	23	R/profile.MOStest.R
profile.MOStest	stats::family	call	15	12	17	R/profile.MOStest.R
profile.MOStest	stats::model.matrix	call	17	10	21	R/profile.MOStest.R
profile.MOStest	stats::qchisq	call	20	22	27	R/profile.MOStest.R
profile.MOStest	stats::qf	call	23	22	23	R/profile.MOStest.R
